vlookup server,vlookup sw,Index,Facility,Card,Cable Length,Dell P/N,Cable Type,Cable Color,Server Transceiver,Switch Transceiver,Row,Rack,Node,Sled,Interface,Row,Rack,Switch,Port,Label,TSS Top,TSS Bottom,,,U Height,Device Position,Sled number,CMSH Switchport config commands - server hostname column must be populated,"CMSH rackview config commands - Server Hostname, U height and Device Position columns must be populated"
,2U22,110,,open,,,,,,,,,,,,B5,2,U22,54 - QSFP28,,,,,,,,,,
in use - ISLin use - ISL,2U22,111,TSS,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,B5,2,U22,55 - QSFP28,,,,,,,,,,
in use - ISLin use - ISL,2U22,112,TSS,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,B5,2,U22,56 - QSFP28,,,,,,,,,,
2U20,3U22,113,TSS,iSCSI A2,7M,470-ACIF,SFP28 TwinAx,Black,N/A,N/A,B5,2,U20,-SPA,A2,B5,3,U22,1,"B5 R2 U20 iSCSI A2
B5 R3 SW U22 P1",B5 R2 U20 iSCSI A2,B5 R3 SW U22 P1,,,,,,,
2U20,3U22,114,TSS,iSCSI A3,7M,470-ACIF,SFP28 TwinAx,Black,N/A,N/A,B5,2,U20,-SPA,A3,B5,3,U22,2,"B5 R2 U20 iSCSI A3
B5 R3 SW U22 P2",B5 R2 U20 iSCSI A3,B5 R3 SW U22 P2,,,,,,,
2U20,3U22,115,TSS,iSCSI B2,7M,470-ACIF,SFP28 TwinAx,Black,N/A,N/A,B5,2,U20,-SPB,B2,B5,3,U22,3,"B5 R2 U20 iSCSI B2
B5 R3 SW U22 P3",B5 R2 U20 iSCSI B2,B5 R3 SW U22 P3,,,,,,,
2U20,3U22,116,TSS,iSCSI B3,7M,470-ACIF,SFP28 TwinAx,Black,N/A,N/A,B5,2,U20,-SPB,B3,B5,3,U22,4,"B5 R2 U20 iSCSI B3
B5 R3 SW U22 P4",B5 R2 U20 iSCSI B3,B5 R3 SW U22 P4,,,,,,,
3U03,3U22,117,TSS,OCP - port 1,4FT,4FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U03,,1GB1,B5,3,U22,5,"B5 R3 U03 OCP - port 1
B5 R3 SW U22 P5",B5 R3 U03 OCP - port 1,B5 R3 SW U22 P5,,,,,,,
3U04,3U22,118,TSS,OCP - port 1,4FT,4FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U04,,1GB1,B5,3,U22,6,"B5 R3 U04 OCP - port 1
B5 R3 SW U22 P6",B5 R3 U04 OCP - port 1,B5 R3 SW U22 P6,,,,,,,
3U05,3U22,119,TSS,OCP - port 1,4FT,4FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U05,,1GB1,B5,3,U22,7,"B5 R3 U05 OCP - port 1
B5 R3 SW U22 P7",B5 R3 U05 OCP - port 1,B5 R3 SW U22 P7,,,,,,,
3U06,3U22,120,TSS,OCP - port 1,4FT,4FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U06,,1GB1,B5,3,U22,8,"B5 R3 U06 OCP - port 1
B5 R3 SW U22 P8",B5 R3 U06 OCP - port 1,B5 R3 SW U22 P8,,,,,,,
3U07,3U22,121,TSS,OCP - port 1,5FT,5FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U07,,1GB1,B5,3,U22,9,"B5 R3 U07 OCP - port 1
B5 R3 SW U22 P9",B5 R3 U07 OCP - port 1,B5 R3 SW U22 P9,,,,,,,
3U08,3U22,122,TSS,OCP - port 1,5FT,5FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U08,,1GB1,B5,3,U22,10,"B5 R3 U08 OCP - port 1
B5 R3 SW U22 P10",B5 R3 U08 OCP - port 1,B5 R3 SW U22 P10,,,,,,,
3U09,3U22,123,TSS,OCP - port 1,5FT,5FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U09,,1GB1,B5,3,U22,11,"B5 R3 U09 OCP - port 1
B5 R3 SW U22 P11",B5 R3 U09 OCP - port 1,B5 R3 SW U22 P11,,,,,,,
3U10,3U22,124,TSS,OCP - port 1,6FT,6FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U10,,1GB1,B5,3,U22,12,"B5 R3 U10 OCP - port 1
B5 R3 SW U22 P12",B5 R3 U10 OCP - port 1,B5 R3 SW U22 P12,,,,,,,
3U11,3U22,125,TSS,OCP - port 1,6FT,6FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U11,,1GB1,B5,3,U22,13,"B5 R3 U11 OCP - port 1
B5 R3 SW U22 P13",B5 R3 U11 OCP - port 1,B5 R3 SW U22 P13,,,,,,,
3U12,3U22,126,TSS,OCP - port 1,6FT,6FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U12,,1GB1,B5,3,U22,14,"B5 R3 U12 OCP - port 1
B5 R3 SW U22 P14",B5 R3 U12 OCP - port 1,B5 R3 SW U22 P14,,,,,,,
3U13,3U22,127,TSS,OCP - port 1,6FT,6FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U13,,1GB1,B5,3,U22,15,"B5 R3 U13 OCP - port 1
B5 R3 SW U22 P15",B5 R3 U13 OCP - port 1,B5 R3 SW U22 P15,,,,,,,
3U28,3U22,128,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U28,,25Gb1,B5,3,U22,16,"B5 R3 U28 OCP - port 1
B5 R3 SW U22 P16",B5 R3 U28 OCP - port 1,B5 R3 SW U22 P16,,,,,,,
3U29,3U22,129,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U29,,25Gb1,B5,3,U22,17,"B5 R3 U29 OCP - port 1
B5 R3 SW U22 P17",B5 R3 U29 OCP - port 1,B5 R3 SW U22 P17,,,,,,,
3U30,3U22,130,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U30,,25Gb1,B5,3,U22,18,"B5 R3 U30 OCP - port 1
B5 R3 SW U22 P18",B5 R3 U30 OCP - port 1,B5 R3 SW U22 P18,,,,,,,
3U31,3U22,131,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U31,,25Gb1,B5,3,U22,19,"B5 R3 U31 OCP - port 1
B5 R3 SW U22 P19",B5 R3 U31 OCP - port 1,B5 R3 SW U22 P19,,,,,,,
3U32,3U22,132,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U32,,25Gb1,B5,3,U22,20,"B5 R3 U32 OCP - port 1
B5 R3 SW U22 P20",B5 R3 U32 OCP - port 1,B5 R3 SW U22 P20,,,,,,,
3U33,3U22,133,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U33,,25Gb1,B5,3,U22,21,"B5 R3 U33 OCP - port 1
B5 R3 SW U22 P21",B5 R3 U33 OCP - port 1,B5 R3 SW U22 P21,,,,,,,
3U34,3U22,134,TSS,OCP - port 1,2M,470-ACFB,SFP28 TwinAx,Black,N/A,N/A,B5,3,U34,,25Gb1,B5,3,U22,22,"B5 R3 U34 OCP - port 1
B5 R3 SW U22 P22",B5 R3 U34 OCP - port 1,B5 R3 SW U22 P22,,,,,,,
3U36,3U22,135,TSS,LAN1,5FT,5FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,U36,,LAN1,B5,3,U22,23,"B5 R3 U36 LAN1
B5 R3 SW U22 P23",B5 R3 U36 LAN1,B5 R3 SW U22 P23,,,,,,,
3PDU L3,3U22,136,TSS,MGMT IN,3FT,3FT-CAT6,CAT6,Blue,N/A,407-BBOS,B5,3,PDU L3,,MGMT IN,B5,3,U22,24,"B5 R3 PDU L3 MGMT IN
B5 R3 SW U22 P24",B5 R3 PDU L3 MGMT IN,B5 R3 SW U22 P24,,,,,,,
3U39,3U22,137,TSS,ISL,3M,470-ACEU,SFP28 TwinAx,Black,N/A,N/A,B5,3,U39,,ISL P65,B5,3,U22,25,"B5 R3 U39 ISL
B5 R3 SW U22 P25",B5 R3 U39 ISL,B5 R3 SW U22 P25,,,,,,,
,3U22,138,,open,,,,,,,,,,,,B5,3,U22,26,,,,,,,,,,
,3U22,139,,open,,,,,,,,,,,,B5,3,U22,27,,,,,,,,,,
,3U22,140,,open,,,,,,,,,,,,B5,3,U22,28,,,,,,,,,,
,3U22,141,,open,,,,,,,,,,,,B5,3,U22,29,,,,,,,,,,
,3U22,142,,open,,,,,,,,,,,,B5,3,U22,30,,,,,,,,,,
,3U22,143,,open,,,,,,,,,,,,B5,3,U22,31,,,,,,,,,,
,3U22,144,,open,,,,,,,,,,,,B5,3,U22,32,,,,,,,,,,
,3U22,145,,open,,,,,,,,,,,,B5,3,U22,33,,,,,,,,,,
,3U22,146,,open,,,,,,,,,,,,B5,3,U22,34,,,,,,,,,,
,3U22,147,,open,,,,,,,,,,,,B5,3,U22,35,,,,,,,,,,
,3U22,148,,open,,,,,,,,,,,,B5,3,U22,36,,,,,,,,,,
,3U22,149,,open,,,,,,,,,,,,B5,3,U22,37,,,,,,,,,,
,3U22,150,,open,,,,,,,,,,,,B5,3,U22,38,,,,,,,,,,
,3U22,151,,open,,,,,,,,,,,,B5,3,U22,39,,,,,,,,,,
,3U22,152,,open,,,,,,,,,,,,B5,3,U22,40,,,,,,,,,,
,3U22,153,,open,,,,,,,,,,,,B5,3,U22,41,,,,,,,,,,
,3U22,154,,open,,,,,,,,,,,,B5,3,U22,42,,,,,,,,,,
,3U22,155,,open,,,,,,,,,,,,B5,3,U22,43,,,,,,,,,,
,3U22,156,,open,,,,,,,,,,,,B5,3,U22,44,,,,,,,,,,
,3U22,157,,open,,,,,,,,,,,,B5,3,U22,45,,,,,,,,,,
,3U22,158,,open,,,,,,,,,,,,B5,3,U22,46,,,,,,,,,,
,3U22,159,,open,,,,,,,,,,,,B5,3,U22,47,,,,,,,,,,
,3U22,160,,open,,,,,,,,,,,,B5,3,U22,48,,,,,,,,,,
,3U22,161,,open,,,,,,,,,,,,B5,3,U22,49-50 QSFP-DD,,,,,,,,,,
,3U22,162,,open,,,,,,,,,,,,B5,3,U22,49-50 QSFP-DD,,,,,,,,,,
,3U22,163,,open,,,,,,,,,,,,B5,3,U22,51-52 QSFP-DD,,,,,,,,,,
,3U22,164,,open,,,,,,,,,,,,B5,3,U22,51-52 QSFP-DD,,,,,,,,,,
,3U22,165,,open,,,,,,,,,,,,B5,3,U22,53 - QSFP28,,,,,,,,,,
,3U22,166,,open,,,,,,,,,,,,B5,3,U22,54 - QSFP28,,,,,,,,,,
in use - ISLin use - ISL,3U22,167,TSS,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,B5,3,U22,55 - QSFP28,,,,,,,,,,
in use - ISLin use - ISL,3U22,168,TSS,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,B5,3,U22,56 - QSFP28,,,,,,,,,,
2U11,2U24,169,TSS,MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U11,,MGMT,B5,2,U24,1,"B5 R2 U11 MGMT
B5 R2 SW U24 P1",B5 R2 U11 MGMT,B5 R2 SW U24 P1,,,,,,,
2U17,2U24,170,TSS,MGMT,7FT,7FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U17,,MGMT,B5,2,U24,2,"B5 R2 U17 MGMT
B5 R2 SW U24 P2",B5 R2 U17 MGMT,B5 R2 SW U24 P2,,,,,,,
2U18,2U24,171,TSS,MGMT,7FT,7FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U18,,MGMT,B5,2,U24,3,"B5 R2 U18 MGMT
B5 R2 SW U24 P3",B5 R2 U18 MGMT,B5 R2 SW U24 P3,,,,,,,
2U22,2U24,172,TSS,MGMT,7FT,7FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U22,,MGMT,B5,2,U24,4,"B5 R2 U22 MGMT
B5 R2 SW U24 P4",B5 R2 U22 MGMT,B5 R2 SW U24 P4,,,,,,,
2U26,2U24,173,TSS,MGMT,2FT,2FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U26,,MGMT,B5,2,U24,5,"B5 R2 U26 MGMT
B5 R2 SW U24 P5",B5 R2 U26 MGMT,B5 R2 SW U24 P5,,,,,,,
2U34,2U24,174,TSS,DPU MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U34,-DPU,MGMT,B5,2,U24,6,"B5 R2 U34 DPU MGMT
B5 R2 SW U24 P6",B5 R2 U34 DPU MGMT,B5 R2 SW U24 P6,,,,,,,
2U36,2U24,175,TSS,LAN2,5FT,5FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U36,,LAN2,B5,2,U24,7,"B5 R2 U36 LAN2
B5 R2 SW U24 P7",B5 R2 U36 LAN2,B5 R2 SW U24 P7,,,,,,,
2U39,2U24,176,TSS,MGMT,8FT,8FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U39,,MGMT,B5,2,U24,8,"B5 R2 U39 MGMT
B5 R2 SW U24 P8",B5 R2 U39 MGMT,B5 R2 SW U24 P8,,,,,,,
2U42,2U24,177,TSS,MGMT,10FT,10FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U42,,MGMT,B5,2,U24,9,"B5 R2 U42 MGMT
B5 R2 SW U24 P9",B5 R2 U42 MGMT,B5 R2 SW U24 P9,,,,,,,
2U43,2U24,178,TSS,MGMT,5FT,5FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U43,,MGMT,B5,2,U24,10,"B5 R2 U43 MGMT
B5 R2 SW U24 P10",B5 R2 U43 MGMT,B5 R2 SW U24 P10,,,,,,,
1OU03,2U24,179,TSS,MGMT,25FT,25FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU03,,MGMT,B5,2,U24,11,"B5 R1 OU03 MGMT
B5 R2 SW U24 P11",B5 R1 OU03 MGMT,B5 R2 SW U24 P11,,,,,,,
1OU25,2U24,180,TSS,MGMT,25FT,25FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU25,,MGMT,B5,2,U24,12,"B5 R1 OU25 MGMT
B5 R2 SW U24 P12",B5 R1 OU25 MGMT,B5 R2 SW U24 P12,,,,,,,
1OU26,2U24,181,TSS,MGMT,25FT,25FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU26,,MGMT,B5,2,U24,13,"B5 R1 OU26 MGMT
B5 R2 SW U24 P13",B5 R1 OU26 MGMT,B5 R2 SW U24 P13,,,,,,,
1OU41,2U24,182,TSS,DPU MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU41,-DPU,MGMT,B5,2,U24,14,"B5 R1 OU41 DPU MGMT
B5 R2 SW U24 P14",B5 R1 OU41 DPU MGMT,B5 R2 SW U24 P14,,,,,,,
1OU42,2U24,183,TSS,DPU MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU42,-DPU,MGMT,B5,2,U24,15,"B5 R1 OU42 DPU MGMT
B5 R2 SW U24 P15",B5 R1 OU42 DPU MGMT,B5 R2 SW U24 P15,,,,,,,
3U15,2U24,184,TSS,MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U15,,MGMT,B5,2,U24,16,"B5 R3 U15 MGMT
B5 R2 SW U24 P16",B5 R3 U15 MGMT,B5 R2 SW U24 P16,,,,,,,
3U16,2U24,185,TSS,MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U16,,MGMT,B5,2,U24,17,"B5 R3 U16 MGMT
B5 R2 SW U24 P17",B5 R3 U16 MGMT,B5 R2 SW U24 P17,,,,,,,
3U22,2U24,186,TSS,MGMT,25FT,25FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U22,,MGMT,B5,2,U24,18,"B5 R3 U22 MGMT
B5 R2 SW U24 P18",B5 R3 U22 MGMT,B5 R2 SW U24 P18,,,,,,,
3U26,2U24,187,TSS,MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U26,,MGMT,B5,2,U24,19,"B5 R3 U26 MGMT
B5 R2 SW U24 P19",B5 R3 U26 MGMT,B5 R2 SW U24 P19,,,,,,,
3U34,2U24,188,TSS,DPU MGMT,15FT,15FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U34,-DPU,MGMT,B5,2,U24,20,"B5 R3 U34 DPU MGMT
B5 R2 SW U24 P20",B5 R3 U34 DPU MGMT,B5 R2 SW U24 P20,,,,,,,
3U36,2U24,189,TSS,LAN2,15FT,15FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U36,,LAN2,B5,2,U24,21,"B5 R3 U36 LAN2
B5 R2 SW U24 P21",B5 R3 U36 LAN2,B5 R2 SW U24 P21,,,,,,,
3U39,2U24,190,TSS,MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U39,,MGMT,B5,2,U24,22,"B5 R3 U39 MGMT
B5 R2 SW U24 P22",B5 R3 U39 MGMT,B5 R2 SW U24 P22,,,,,,,
3U42,2U24,191,TSS,MGMT,20FT,20FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U42,,MGMT,B5,2,U24,23,"B5 R3 U42 MGMT
B5 R2 SW U24 P23",B5 R3 U42 MGMT,B5 R2 SW U24 P23,,,,,,,
3U43,2U24,192,TSS,MGMT,14FT,14FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,U43,,MGMT,B5,2,U24,24,"B5 R3 U43 MGMT
B5 R2 SW U24 P24",B5 R3 U43 MGMT,B5 R2 SW U24 P24,,,,,,,
,2U24,193,,open,,,,,,,,,,,,B5,2,U24,25,,,,,,,,,,
,2U24,194,,open,,,,,,,,,,,,B5,2,U24,26,,,,,,,,,,
,2U24,195,,open,,,,,,,,,,,,B5,2,U24,27,,,,,,,,,,
,2U24,196,,open,,,,,,,,,,,,B5,2,U24,28,,,,,,,,,,
,2U24,197,,open,,,,,,,,,,,,B5,2,U24,29,,,,,,,,,,
,2U24,198,,open,,,,,,,,,,,,B5,2,U24,30,,,,,,,,,,
,2U24,199,,open,,,,,,,,,,,,B5,2,U24,31,,,,,,,,,,
,2U24,200,,open,,,,,,,,,,,,B5,2,U24,32,,,,,,,,,,
,2U24,201,,open,,,,,,,,,,,,B5,2,U24,33,,,,,,,,,,
,2U24,202,,open,,,,,,,,,,,,B5,2,U24,34,,,,,,,,,,
,2U24,203,,open,,,,,,,,,,,,B5,2,U24,35,,,,,,,,,,
,2U24,204,,open,,,,,,,,,,,,B5,2,U24,36,,,,,,,,,,
,2U24,205,,open,,,,,,,,,,,,B5,2,U24,37,,,,,,,,,,
,2U24,206,,open,,,,,,,,,,,,B5,2,U24,38,,,,,,,,,,
,2U24,207,,open,,,,,,,,,,,,B5,2,U24,39,,,,,,,,,,
,2U24,208,,open,,,,,,,,,,,,B5,2,U24,40,,,,,,,,,,
,2U24,209,,open,,,,,,,,,,,,B5,2,U24,41,,,,,,,,,,
,2U24,210,,open,,,,,,,,,,,,B5,2,U24,42,,,,,,,,,,
,2U24,211,,open,,,,,,,,,,,,B5,2,U24,43,,,,,,,,,,
,2U24,212,,open,,,,,,,,,,,,B5,2,U24,44,,,,,,,,,,
,2U24,213,,open,,,,,,,,,,,,B5,2,U24,45,,,,,,,,,,
,2U24,214,,open,,,,,,,,,,,,B5,2,U24,46,,,,,,,,,,
,2U24,215,,open,,,,,,,,,,,,B5,2,U24,47,,,,,,,,,,
2U24,2U24,216,TSS,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U24,,MGMT,B5,2,U24,48,"B5 R2 U24 MGMT
B5 R2 SW U24 P48",B5 R2 U24 MGMT,B5 R2 SW U24 P48,,,,,,,
,2U24,217,,open,,,,,,,,,,,,B5,2,U24,49 - SFP+,,,,,,,,,,
,2U24,218,,open,,,,,,,,,,,,B5,2,U24,50 - SFP+,,,,,,,,,,
,2U24,219,,open,,,,,,,,,,,,B5,2,U24,51 - SFP+,,,,,,,,,,
,2U24,220,,open,,,,,,,,,,,,B5,2,U24,52 - SFP+,,,,,,,,,,
2U01,2U11,221,TSS,MGMT,5FT,5FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U01,,MGMT,B5,2,U11,1,"B5 R2 U01 MGMT
B5 R2 SW U11 P1",B5 R2 U01 MGMT,B5 R2 SW U11 P1,,,,,,,
2U01,2U11,222,TSS,1GB1,5FT,5FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U01,,1GB1,B5,2,U11,2,"B5 R2 U01 1GB1
B5 R2 SW U11 P2",B5 R2 U01 1GB1,B5 R2 SW U11 P2,,,,,,,
2U03,2U11,223,TSS,MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U03,,MGMT,B5,2,U11,3,"B5 R2 U03 MGMT
B5 R2 SW U11 P3",B5 R2 U03 MGMT,B5 R2 SW U11 P3,,,,,,,
2U03,2U11,224,TSS,1GB1,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U03,,1GB1,B5,2,U11,4,"B5 R2 U03 1GB1
B5 R2 SW U11 P4",B5 R2 U03 1GB1,B5 R2 SW U11 P4,,,,,,,
2U05,2U11,225,TSS,MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U05,,MGMT,B5,2,U11,5,"B5 R2 U05 MGMT
B5 R2 SW U11 P5",B5 R2 U05 MGMT,B5 R2 SW U11 P5,,,,,,,
2U05,2U11,226,TSS,1GB1,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U05,,1GB1,B5,2,U11,6,"B5 R2 U05 1GB1
B5 R2 SW U11 P6",B5 R2 U05 1GB1,B5 R2 SW U11 P6,,,,,,,
2U07,2U11,227,TSS,MGMT,3FT,3FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U07,,MGMT,B5,2,U11,7,"B5 R2 U07 MGMT
B5 R2 SW U11 P7",B5 R2 U07 MGMT,B5 R2 SW U11 P7,,,,,,,
2U07,2U11,228,TSS,1GB1,3FT,3FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U07,,1GB1,B5,2,U11,8,"B5 R2 U07 1GB1
B5 R2 SW U11 P8",B5 R2 U07 1GB1,B5 R2 SW U11 P8,,,,,,,
2U09,2U11,229,TSS,MGMT,2FT,2FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U09,,MGMT,B5,2,U11,9,"B5 R2 U09 MGMT
B5 R2 SW U11 P9",B5 R2 U09 MGMT,B5 R2 SW U11 P9,,,,,,,
2U09,2U11,230,TSS,1GB1,2FT,2FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U09,,1GB1,B5,2,U11,10,"B5 R2 U09 1GB1
B5 R2 SW U11 P10",B5 R2 U09 1GB1,B5 R2 SW U11 P10,,,,,,,
2U09,2U11,231,TSS,1GB2,2FT,2FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,U09,,1GB2,B5,2,U11,11,"B5 R2 U09 1GB2
B5 R2 SW U11 P11",B5 R2 U09 1GB2,B5 R2 SW U11 P11,,,,,,,
,2U11,232,,open,,,,,,,,,,,,B5,2,U11,12,,,,,,,,,,
,2U11,233,,open,,,,,,,,,,,,B5,2,U11,13,,,,,,,,,,
,2U11,234,,open,,,,,,,,,,,,B5,2,U11,14,,,,,,,,,,
,2U11,235,,open,,,,,,,,,,,,B5,2,U11,15,,,,,,,,,,
,2U11,236,,open,,,,,,,,,,,,B5,2,U11,16,,,,,,,,,,
,2U11,237,,open,,,,,,,,,,,,B5,2,U11,17,,,,,,,,,,
,2U11,238,,open,,,,,,,,,,,,B5,2,U11,18,,,,,,,,,,
,2U11,239,,open,,,,,,,,,,,,B5,2,U11,19,,,,,,,,,,
,2U11,240,,open,,,,,,,,,,,,B5,2,U11,20,,,,,,,,,,
,2U11,241,,open,,,,,,,,,,,,B5,2,U11,21,,,,,,,,,,
,2U11,242,,open,,,,,,,,,,,,B5,2,U11,22,,,,,,,,,,
,2U11,243,,open,,,,,,,,,,,,B5,2,U11,23,,,,,,,,,,
,2U11,244,,open,,,,,,,,,,,,B5,2,U11,24,,,,,,,,,,
,2U11,245,,open,,,,,,,,,,,,B5,2,U11,25,,,,,,,,,,
,2U11,246,,open,,,,,,,,,,,,B5,2,U11,26,,,,,,,,,,
,2U11,247,,open,,,,,,,,,,,,B5,2,U11,27,,,,,,,,,,
,2U11,248,,open,,,,,,,,,,,,B5,2,U11,28,,,,,,,,,,
,2U11,249,,open,,,,,,,,,,,,B5,2,U11,29,,,,,,,,,,
,2U11,250,,open,,,,,,,,,,,,B5,2,U11,30,,,,,,,,,,
,2U11,251,,open,,,,,,,,,,,,B5,2,U11,31,,,,,,,,,,
,2U11,252,,open,,,,,,,,,,,,B5,2,U11,32,,,,,,,,,,
,2U11,253,,open,,,,,,,,,,,,B5,2,U11,33,,,,,,,,,,
,2U11,254,,open,,,,,,,,,,,,B5,2,U11,34,,,,,,,,,,
,2U11,255,,open,,,,,,,,,,,,B5,2,U11,35,,,,,,,,,,
,2U11,256,,open,,,,,,,,,,,,B5,2,U11,36,,,,,,,,,,
